11-diethoxyethane|ناتا یسکوتا ید1
aragon|ایناسا یرواخ لامش رد نوگارآ نیمزرس
aragon|یوسنارف یهدنسیون و رعاش نوگارآ ییول
aragonese|نوگارآ هب هتسباو
aragonese|ییایناسا یاهشیوگ زا یکی ینوگارآ شیوگ
aragonese|ایناسا یرواخ لامش رد نوگارآ نیمزرس نکاس
aragonite|یبآ
aragonite|درز
aragonite|رولب
aragonite|دیفس
aragonite|فافش
aragonite|یفدص
aragonite|صقان
aragonite|شیرتا
aragonite|شیرطا
aragonite|یوناث
aragonite|تیسلک
aragonite|تیلویز
aragonite|هدننکش
aragonite|ناوارف
aragonite|یروشنم
aragonite|تانبرک
aragonite|ایناپسا
aragonite|یا هشیش
aragonite|تینومیل
aragonite|تینوگارآ
aragonite|کیبمورترا
aragonite|فافش همین
aragonite|یبرغ ناملآ
aragonite|لامرتوردیه
aragonite|یکاولسا کچ
aragonite|تینایتنورتسا
aragonite|اکیرما و لیسیس
aragonite|تیتگالاتسا رد هدنشخرد یفایلا تاگرگآ
aragonite|میسلک تانبرک زا لکشتم یندعم گنس تینوگارآ
aragonite|تسا هدش قتشم ایناپسا رد نآ فاشتکا لحم مان زا نآ مان
aragonite|دنریگ‌یم لکش دوش‌یم هدیمان ینهآ یاه‌لگ هک یا هخاش تیتکالاتسا تروص هب هاگهگ و
aragonite|ینزوس یاهرولب اب کیبموروترا متسیس .تسا هتانبرک یاهیناک نیرتیمومع زا یکی تینوگارآ
araguaia|لیزرب روشک رد ایوگارآ دور
araignee|یا هسامو ینش یضارا
arak|ناریا روشک رد کارا رهش
arak|قرع
arak|کارا
arakiite|یناک یعون
arakiite|یدنب هقبط رد
arakiite|مان زا نآ مان
arakiite|تسا هدش هتفرگ وگاکیش هاگشناد زا
araks|سرا
araks|ناریا برغ لامش رد سرا دور
aral sea|دنیوگیم مه
aral sea|مزراوخ هچایرد
aral sea|ناتسنمکرت یروهمج لامش و رزخ یایرد قرش رد لارآ یهچایرد
aralac|نییزاک کالارآ یعونصم فیل
aram|یمارآ نابز
aram|مارآ
aram|میدق نیرهنلا نیب مارا
aram|یزورما یهیروس زا یشخب الامتحا مارآ یناتساب روشک
aramaea|‌نیرهنلا نیبو تاماش
aramaean|یناتساب نابز
aramaean|نیرهنلا نیب لها
aramaean|نیرهنلا نیب هب هتسباو
aramaean|یمارآ
aramaean|یمارآ
aramaean or aramean|اهنآ نابز و مارآ روشک مدرم هب هتسباو
aramaean or aramean|یزورما یهیروس زا یشخب الامتحا مارآ روشک لها
aramaic|یمارآ
aramaic|یمارا نابز ،یمارآ نابز
aramaic|یسیع ترضح نابز
aramaic|یمارآ
aramaic alphabet|یمارا یابفلا
aramayoite|یناک یعون
aramayoite|تسا هدش هتفرگ تکرش لماع ریدم مان زا نآ مان
araneid|‌توبکنع
araneous|یتوبکنعرات
arapaho|وهاپارآ نابز
arapaho|دننکیم یگدنز گنیمویاو و اموهالکوا یاهتلایا رد هزورما وهاپارآ تسوخرس
arapaima|یبونج یاکیرما رد نوزامآ نیمزرس یموب و ناوختسا رپ امیپارآ یهام یسانشروناج
arapovite|یناک یعون
arapovite|یدنب هقبط رد
arapovite|تسا یلحم مان الامتحا
ararat|تارارآ
ararat|رتم 2815 :یدنلب ناتسنمرا و ناریا یاهزرم روام تارارآ هوک
araroba|لیزرب روشک یموب و نایدوخن یهریت زا ابورارآ تخرد یسانش هایگ
aras|یا هکبش تخاس یدوعص زاس لاعف هاگتسد
arature|هلر کی کرحتم و ینهآ شخب
arature|روتوم ای دلوم کی یهدنخرچ شخب رچیمرآ
arature|رابخا گنزایرگشاعترا کی یرنف و ینهآ شخب ای
araucanian|یناکورآ نابز
araucanian|اهنآ گنهرف و نابز و ناکورآ مدرم هب هتسباو
araucanian|یلیش و نیتناژرآ یموب ناکورآ یهلیبق ناکورآ تسوخرس
araucaria|دنیوگیم مه ایراکوارآ اک هب هتسباو قبطم اک سنج زا یبونج یاکیرما یاهاک ایراکوارآ یسانش هایگ
aravaipaite|یناک یعون
arawak|کاوارآ نابز
arawak|یبونج یاکیرما یقرش لامش نکاس هزورما کاوارآ تسوخرس
arawakan|اهنابز نیا هب هتسباو ناکاوارآ یاهنابز یبونج یاکیرما یتسوخرس یاهنابز زا یاهداوناخ
arax|‌سرا
arax|‌سرادور ،سرا دور
araxes|سرا
arb|زرا لالد
arb|سروب رازگراک
arb|زاب هتفس هنایماع
arbalest|‌هلیسو
arbalest|‌قینجنم
arbalest|دایز تاعافترا یریگ‌هزادنا
arbalest|‌هلولگ و نیبوز و ریت باترپ تلا ،هلولگ و نیبوز و ریت باترپ تلآ
arbalest|دایز تاعافترا یریگ‌هزادنا نا‌هلیسو ،دایز تاعافترا یریگهزادنا هلیسو
arbalist|‌هلیسو
arbalist|‌قینجنم
arbalist|دایز تاعافترا یریگ‌هزادنا
arbalist|‌هلولگ و نیبوز و ریت باترپ تلا ،هلولگ و نیبوز و ریت باترپ تلآ
arbalist|دایز تاعافترا یریگ‌هزادنا نا‌هلیسو ،دایز تاعافترا یریگهزادنا هلیسو
arbela|تشاد رارق روسآ روشک رد هک لیبرا
arbil|لیبرا
arbilos|نزگ
arbilos|تسا رتگرزب هریادمین رطق یور ناشیاهرطق
arbilos|دنرتگرزب هریادمین رب و رگیدکی رب سامم و
arbitary|هاوخلد
arbitary|یرایتخا
arbitary|یهاوخبلد
arbitary constant|هاوخلد تباث
arbitary number|یرایتخا ددع
arbitataor|قدصم
arbitator|مکح
arbitator|رواد
arbiter|مکح
arbiter|رواد
arbiter|یضاق
arbiter|ندرک یرواد
arbiter arbitrator|رواد
arbitrability|یرواد هب عوضوم عاجرا تیلباق
arbitrable|‌یرواد لباق
arbitrage|ماهس
arbitrage|تیمکح
arbitrage|یزاب ماهس
arbitrage|رادقم دیرخ
arbitrage|‌ندرک یرواد
arbitrage|زرا تالماعم
arbitrage|دوس هب هلماعم
arbitrage|تعفنم اب هلماعم
arbitrage|ییاراد کی نامزمه شورف و دیرخ لحم زا دوس بسک ژارتیبرآ
arbitrage pricing theory apt|ژارتیبرآ یراذگ تمیق یرویت
arbitrageur|لالد
arbitrageur|رازگراک
arbitrageur|زرا لالد
arbitral|‌یمکح
arbitral|تیمکح هب طوبرم
arbitral|‌تیمکح هب هتسباو
arbitral|تیمکح هب هتسباو یرواد هب هتسباو
arbitral award|یرواد یار
arbitral award|تیمکح یاوتف
arbitral proceedings|یرواد نایرج
arbitral tribunal|میکحت تایه
arbitral tribunal|یرواد ناوید
arbitrament|رواد مکح
arbitrament|مکح تواضق
arbitrament|‌قل‌طم رایتخا ،قلطم رایتخا
arbitrament|‌میمصت ذاختا تردق
arbitrament arbitration|تیمکح
arbitrarily|هاوخلد
arbitrarily|یرایتخا
arbitrarily|‌یهاوخلد
arbitrarily|‌هنادبتسم
arbitrarily|‌هناهاوخلد
arbitrarily|یمید روط هب
arbitrarily|‌یدادرارق رو‌طب ،‌یدادرارقروطب
arbitrarily|هاوخلد روط هب
arbitrarily|یرایتخاروط هب
arbitrarily|یدادرارق روط هب
arbitrarily small|کچوک هاوخلد روط هب
arbitrarily small quantity|هاوخلد کچوک رادقم
arbitrariness|یرایتخا
arbitrariness|یهاوخلد
arbitrariness caprice capriciousness flightiness inconstancy vagary|یسوهلاوب
arbitrary|یکلا
arbitrary|یمید
arbitrary|یمکش
arbitrary|قلطم
arbitrary|یلیم
arbitrary|یدارا
arbitrary|یکتخب
arbitrary|هاوخلد
arbitrary|‌قل‌طم
arbitrary|یرایتخا
arbitrary|هماکدوخ
arbitrary|هاوخبلد
arbitrary|یدادبتسا
arbitrary|هنارسدوخ
arbitrary|یهاوخبلد
arbitrary|یدادرارق
arbitrary|هنادبتسم
arbitrary|یروج نیمه
arbitrary|یدروآرد نم
arbitrary|یگماکدوخ اب
arbitrary|هناس وهلاوب
arbitrary|یدرف حیجرت و یرواد هیاپرب
arbitrary|اهدادرارق و نیناوق و تاررقم هیاپ رب هن یدرف حیجرت و یرواد هیاپرب
arbitrary allocation|یرایتخا صیصخت
arbitrary allocation process|یرایتخا صیصخت دنیارف
arbitrary arrest|هنارسدوخ و ینوناق ریغ فیقوت
arbitrary assumption|یرایتخا ضرف
arbitrary autocratically despotic dictatorial tyrannically|هنادبتسم
arbitrary bogus fictional|یدروآرد نم
arbitrary constant|هاوخ‌لد تباث ،هاوخلد تباث
arbitrary control|یضرف لرتنک
arbitrary control|یضرف تاصتخم ایارگ زا هدافتسا اب لرتنک
arbitrary decision|هنادبتسم میمصت
arbitrary discretionary elective optional volitional voluntary|یرایتخا
arbitrary discretionary freewill|یلیم
arbitrary flighty mutably vagarious|هناسوهلاوب
arbitrary function|هاوخلد عبات
arbitrary hit-or-miss phoney phony|یکلا
arbitrary number|یرایتخا ددع
arbitrary origin|هاوخ‌لد ادبم ،هاوخلد ادبم
arbitrary parameter|یرایتخا رتماراپ
arbitrary random|یروج نیمه
arbitrary scale|هاوخلد سایقم
arbitrary small|کچوک هاوخلد روط هب
arbitrary transfer pricing|یلخاد تالاقتنا یرایتخا یراذگ تمیق
arbitrate|نداد یوتف
arbitrate|نداد لصیف
arbitrate|ندرک تیمکح
arbitrate|ندرک یرواد
arbitrate|رد ندرک تیمکح
arbitrate|ندرک یشنمادخدک
arbitrate|ندرک هعجارم رواد هب
arbitrate|ندرک عاجرا یرواد هب
arbitrate|ندرک لح تیمکح قیرط زا
arbitrate referee|ندش مکح
arbitrating parties|یرواد یاهفرط
arbitration|میکحت
arbitration|تیمکح
arbitration|یرواد
arbitration|تراظن
arbitration|تیمکح ءهجیتن ،تیمکح هجیتن
arbitration|تیمکح قیرطب یار
arbitration agreement|تیمکح رب قفاوت
arbitration agreement|یرواد همان تقفاوم
arbitration agreement see also compromis|یرواد دادرارق
arbitration agreement see also compromis|یرواد همانتقفاوم
arbitration award|یرواد یار
arbitration award|تیمکح یوتف
arbitration clause|تیمکح طرش
arbitration clause|یرواد طرش
arbitration clause|یرواد طرش ای دیق
arbitration committee|یرواد هتیمک
arbitration mediation compromise|یشنم ادخدک
arbitrative|تیمکحب طوبرم
arbitrative|تیمکح رایتخا یاراد
arbitrator|مکح
arbitrator|رواد
arbitrator|یجنایم
arbitrator|هدنهد لصیف
arbitrator|میکحت یضاق
arbitratrix|هقدصم
arbitratrix|همکاچ
arbitratrix|هدننک تیمکح نز
arbitress|مکح
arbitress|مکاح
arbitress|یجنایم
arbitress|دیفس سیگ رواد مکح نوم
arblast|یکروبنز نامک
arbor|ناتسب هویم غاب ناتسکات غاب نمچ روهم
arbor|تسب قات هژاک ورالاب ناهایگ زا هدیشوپ قیچالآ تخرد زا هدیشوپ یاج
arbor|راد رش هتب اب هسیاقم رد تخرد یسانش هایگ
arbor|کیناکم
arbor|هروسام کود روحم
arbor|ریت هاش هبنس هلیم هاش
arbor|شارت نیشام کغرم لیم یرگ هتخیر قاناق
arbor|نمچ
arbor|روحم
arbor|هژاک
arbor|رازفلع
arbor|قاجناق
arbor|ناتسکات
arbor|هویم غاب
arbor|هلیم هاش
arbor|روحم لیم
arbor|زرف هلیم
arbor|کغرم هلیم
arbor|یزکرم روحم
arbor|نیشام کغرم
arbor|یگتخیر قاجناق
arbor|تخرد زا هدیشوپ یاج
arbor arbour bower gazebo pergola summerhouse trellis|قیچالآ
arbor day|راهب رد الومعم یراکتخرد زور اکیرما
arbor milling cutter|یکلوپ زرف هچغیت
arbor milling cutter|یزلف هلیم هچغیت
arbor milling cutter|زرف هلیم یور رب هدنوش بصن هچغیت
arbor support|ینوریب ناقاطای
arbor wrench|زرف کغرم راچا ،زرف کغرم راچآ
arboraceous|‌یتخرد
arboraceous|نیشن تخرد
arboraceous|تخرد لکش هب ،‌تخرد لکشب
arboreal|یزراد
arboreal|یتخرد
arboreal|یسانشروناج یزراد
arboreal|یسانشروناج یز تخرد
arboreal treelike|دننام تخرد
arbored|راد تخرد
arbored|یناتسغاب ناتستخرد ای قیچالآ یاراد
arbored|ناتخرد طسوت روصحم هطوحم فرطود رد تخرد یاراد هار
arboreous|یتخرد
arboreous|‌یبوچ
arboreous|راو تخرد
arborescence|‌یا‌هخاش تلاح ،یاهخاش تلاح
arborescent|یا هخاش
arborescent|راو تخرد
arborescent|کیتیردند
arborescent|هخاش هخاش
arborescent|دننام هخاش
arborescent pollen|یتخرد هدرگ
arborescent pollen|بعشنم هدرگ
arboresous|راد هنت
arboresous|راو تخرد
arboretum|غاب
arboretum|‌غاب &
arboretum|ناتسراد
arboretum|یزرواشک
arboretum|هدکهایگ
arboretum botanical garden|یزرواشک غاب
arboretum botanical garden|یسانش هایگ غاب
arboriculture|یرورپراد
arboriculture|یراکتخرد
arboriculture|یزرو هایگ
arboriculture|ی رورپ تخرد
arboriculture|یملع شهوژپ یارب ناهایگ شرورپ
arboriculturist|راک تخرد
arborist|سانش تخرد
arborist|ناشن تخرد
arborization|یشوراد
arborization|‌یتخرد شیارا ،یتخرد شیارآ
arborization|یگدش هخاش هخاش
arborize|ندرک شوراد
arborize|نداد تخرد لکش
arborize|یزیچ هب نداد تخرد لکش ،یزیچب نداد تخرد لکش
arbors|ششک یناقوف کتلغ هلیم
arborvitae|‌شون
"arborvitae|
arborvitae|‌یا‌هرمخ ورس ،یاهرمخ ورس
arborvitae|‌یا‌هرمخ جاک .‌ش .‌گ ،یاهرمخ جاک .ش .گ
arborvitae|یسانش هایگ یا هرمخ ورس
arborvitae|یا هرمخ جاک یسانش هایگ
arborvitae nectar|یسانش هایگ شون
arbour|قیچالآ
arbour|قیچالا
arbour|نابیاس
arbour|هلیم هاش
arbuckle orogeny|لکوبرآ ییازهوک
arbuthnot|یدنلتاکسا یهدنسیون و کشزپ تان توبرآ ناج
arbutus|یسانش هایگ ب
arbutus|یسانش هایگ یشحو یگنرف توت
arc|زدیا یرامیب هب هتسباو سکلمک یکشزپ
arc|نامک
arc|اکیرما خرس بیلص
arc|کرآ
arc|قاط
arc|سوق
arc|لای
arc|‌هقرج
arc|‌قا‌ط
arc|ینحنم
arc|‌لاله
arc|قرب هقرج
arc|کرا تکرح
arc|یرون سوق
arc|هسدنه کرآ
arc|یسوق تکرح
arc|نامک .هقرج
arc|یوق یاهغارچ
arc|‌نامک .‌هقرج
arc|نتشاد یسوق ریسم
arc|هریاد طیحم زا یشخب
arc|نیبرود راو هریاد شخرچ کرا
arc|‌نیبرود راو هریاد شخرچ کرآ
arc|صاخ هیواز و هزادنا اب هریاد زا تمسق کی
arc|لیلحت و هیزجت هلداعم کمک هب هدش هیهت ینحنم
arc|سوق
arc|نامک
arc action|ق اط
arc action|دنیوگ یمزین ینیمز قاط هداسروط هب
arc action|لنوت فرطود یاه‌هراوید هبار هرابور یاهگنس نزوزا یا هدمع شخب
arc action|لنوت یالابرد عقاو یاهگنس نآرثارد هک تسا یا هدیدپ قاط لیکشت
arc action|دنراد هدهع هبار راب لاقتنا لمع هکاراهگنسزا یشخب .دنزاس‌یم لقتنم
arc arch bow bucket curve meniscus|سوق
arc arch bow lunar meniscus moon parenthesis|لاله
arc arch curve semicircle semicircular|هریاد مین
arc arrow weapon|شخت
arc blow|سوق سزو
arc blow|سوق شزو
arc blow|سوق فارحنا
arc blow|هقرج فارحنا
arc boutant|یسوق نوتس
arc boutant|‌یسوق عمش
arc boutant|ءاکتا سوق
arc boutant|یاکتا سوق
arc boutant|‌نامتخاس رد
arc boutant|‌یسوق عمش نامتخاسرد
arc boutant|‌یسوق عمش نامتخاس نامتخاسرد
arc cathode|یسوق دتاک
arc cathode|یا هقرج دتاک
arc cathode|دبای‌یم همادا
arc cathode|زاگ شنوپ لیسناتپ اب ربارب ابیرقت
arc cathode|مک ژاتلو تفا رد اه‌نورتکلا نآ رد هک یدتاک یسوق دتاک
arc characteristic|سوق هصخشم
arc cosecant|تناکسک کرآ
arc cosecant|تناکسک سکع
arc cosecant|مامت لظ رطق نامک
arc cosine|سونیسک کرآ
arc cosine|سونیسک سکع
arc cosine|مامت بیج سوق
arc cotangent|مامت لظ سوق
arc cotangent|تناژناتک کرآ
arc cotangent|مامت لظ نامک
arc curve graph semicircle|ینحنم
arc curve round sweep|ندز سوق
arc de circle|شمخ
arc de circle|یرتسیه رد شمخ
arc disjoint paths|فارگ رد
arc disjoint paths|ازجم ینامک یاهریسم
arc disjoint paths|دنرادن یکرتشم نامک چیه یلو دنراد کرتشم ییاهتنا طاقن هک ریسم ود
arc drop|شناسر ماگنه رد یزاگ زاسوسکی پمال دتاکودنآ نیب ژاتلو تفا سوق تفا
arc drop voltage|تلو یا هقرج تفا
arc elasticity of demand|ضاقت ینامک ششک
arc elasticity of demand|تسالاک تمیق هب اضاقت رادقم تبسن قوف تبسن q
arc elasticity of demand|دوشیم هبساحم ریز لومرف هلیسوب هک اضاقت ینحنم یور هطقن ود نیب اضاقت ششک زا ترابع
arc function|نامک عبات
arc function|سوق لوط عبات
arc function|نامک یازارد عبات
arc furnace|یسوق هروک
arc furnace|یا هقرج یقرب هروک
arc furnace|یقرب یا هقرج هروک
arc furnace|یکیرتکلا سوق هروک
arc hyperbolic|نوگ یلولذه کرآ
arc lamp|کرا پمال
arc lamp|کرا غارچ
arc lamp|‌کرآ پمال
arc lamp|یسوق پمال
arc lamp|‌کرآ غارچ
arc lamp|یسوق غارچ
arc lamp|‌کرآ یسوق غارچ
arc lamp|کیناکم و قرب یسوق مال
arc lamp|کیناکم و قرب یا هقرج مال
arc lamp carbon|یسوق پمال نبرک
arc length|سوق لوط
arc length|نامک لوط
arc length|نامک یازارد
arc length|مخ هزادنا هجنس
arc length function|سوق لوط عبات
arc length function|نامک یازارد عبات
arc length of a curve|ینحنم کی سوق لوط
arc light|کرا رون
arc light|‌کرآ رون
arc light|یسوق رون
arc light|کرا غارچ
arc light|‌کرآ غارچ
arc light|یسوق غارچ
arc light generator|سوق دلوم
arc light projector|یسوق نکفارون
arc lighting|‌یسوق غارچ اب یزادرپرون
arc machining|یرون سوق یراکشوج
arc macro language|سوق نالک نابز
arc method|یسوق شور
arc minute|ینامک هقیقد
arc minute|تسا هجرد 063 هریاد کی هجرد مشش کی اب ربارب و ندوب راد هیواز نازیم
arc of fire|شتآ سوق
arc of fire|شتا سوق
arc of fire|شتآ عاطق
arc of fire|شتا عاطق
arc of folding|یگدروخ نیچ سوق
arc of the covenant|دهع توبات
arc rectifier|یسوق هدننکوسکی
arc rectifier|یا هویج هدننک وسکی
arc resistance furnace|یتمواقم یسوق هروک
arc secant|تناکس کرآ
arc secant|لظ رطق نامک
arc shaped|لکش یسوق
arc shaped|یا هنامک
arc shooting|ینامک یراگن هزرل
arc shooting|ینزبداب یراگن هزرل
"arc sine|1
arc spectrum|یسوق فیط
arc spectrum|اب دوش هسیاقم
arc spectrum|دنا هدشن هزینوی
arc spectrum|یکیرتکلا سوق طسوت رصنع کی ریخبت رثا رد هدش دیلوت رون فیط سوق فیط
arc spectrum|دوش‌یم رشتنما یکیرتکلا سوق کی یامد رد یا هدام هلیسوب هک یرون فیط
arc spectrum|سوق مک لیسناتپ فالتخا تلع هب هک تسا ییاه متا رگشیامن فیط نیا .دهد‌یم خر
arc spraying|یکیرتکلا سوق طسوت هدش بوذ زلف اب شناشفا یسوق شناشفا
arc stabilizer|سوق هدننک رادیاپ
arc stud welding|یا هدیاز
arc stud welding|سوق یراکشوج
arc tangent|لظ سوق
arc tangent|لظ نامک
arc tangent|تناژنات کرآ
arc tangent|تناژنات نامک
arc trench gap|یانفرژ
arc trench gap|یلادوگ
arc trench gap|یسوق فاکش
arc trench gap|نامک متسیس یانهپ
arc trench gap|شنار ورف هقطنم کی رد یسونایقا لادوگ کی و یناشفشتآ سوق کی نیب یاضف
arc triangulation|یسوق
arc triangulation|اب دوش هسیاقم
arc triangulation|ینامک یدنب ثلثم
arc triangulation|دبای‌یم شرتسگ دحاو یلک تهج کی رد هک یدنب ثلثم
arc welding|قرب شوج
arc welding|یقرب شوج
arc welding|یقرب یراکشوج
arc welding|یسوق یراکشوج
arc welding|یا هقرج یراکشوج
arc welding|یراکزلف یقرب شوج
arc welding|یسوق یراکشوجقرب شوج
arc welding|یراکزلف یکیرتکلا شوج
arc welding|یکیرتکلا سوق اب یراکشوج
arc welding|یراکزلف یا هقرج یراکشوج
arc welding converter|شوج لدبم
arc-back|هقرج ندز سپ
arc-chute|افطا هلول اب ریگقرب
arc-discharge tube|دریگ‌یم تروص
arc-discharge tube|نایرج یسوق هیلخت نآ رد هک یا هیلخت پمال یسوق هیلخت پمال
arc-discharge tube|ینآ دیدش رون دیلوت روظنم هب الومعم و اهدورتکلا نیب زاگ قیرط زا الاب
arc-drop loss|یا هقرج فالتا
arc-plasma|یکیرتکلا سوق یامسالپ
arc-sine|بیج سوق
arc-sine|بیج نامک
arc-sine|سونیس سکع
arc-sine distribution|یسونیس‌کرآ عیزوت
arc-sine transformation|یسونیس‌کرآ لیدبت
arcade|هچمیت
arcade|نلااد
arcade|نالاد
arcade|ناگقاط
arcade|یرامعم ناگقات
arcade|رادقاط هاگرذگ
arcade|مهرس تشپ یاهقاط
arcade|اهقاط ای قاط هتشر
arcade|هدیشوپرس یور هدایپ
arcade|ژاساپ
arcade galleria mall passage|هچرازاب
arcade galleria mall passage shopping center|ژاساپ
arcade pool|درایلیب یزاب
arcadia|ابیز و ییاتسور و مارآ یاج
arcadia|ینونک نانوی رد یداکرآ ناتسا
arcadia|ناتساب نانوی زکرم رد یداکرآ یهیحان
arcadian|یتاهد مدآ
arcadian|یتاهد مدا
arcadian|داکرا هب قلعتم ،داکرآ هب قلعتم
arcadian|نانوی رد یا هیحان داکرآ هب قلعتم ،نانوی رد یاهیحان داکرا هب قلعتم
arcadian|دنک‌یم یگدنز لمجت یب و هداس هک یمدا ،دنکیمیگدنز لمجت یب و هداس هکیمدا ،دنکیمیگدنز لمجت یب و هداس هکیمدآ
arcady|یداکرآ یهنارعاش مان
arcane|یرس
arcane|ناهنپ
arcane|هنامرحم
arcane exclusive occult privy restricted|صاوخ هژیو
arcanum|رس
arcanum|زار
arcanum|‌یرس یوراد
arcanum|‌یرگایمیک زار
arcback back fire|سوق سپ
arccos|سونیسک کرآ
arccos|مینک‌یم هدافتسا ریز لومرف زا هیواز کی سونیسک کرآ ندروآ تسدب یارب
arccosec|تناکسک کرآ
arccosec|مینک‌یم هدافتسا ریز لومرف زا هیواز کی تناکسک کرآ ندروآ تسدب یارب
arccot|تناژناتک کرآ
arccot|مینک‌یم هدافتسا ریز لومرف زا هیواز کی تناژناتک کرآ ندروآ تسدب یارب
arccotan|هب عوجر
arceditor|اه‌هداد لیلحت
arceditor|تسا نیمز یاه‌هداد هاگیاپ و یارب شیاریو هتفرشیپ یاه‌تیلباق لماش هداس یاه‌شیاریو و ینیمز یاهشزادرپ
arcgis desktop|یزاس هشقن
arcgis desktop|هداد تیریدم
arcgis desktop|نوچ ییاهتایلمع
arcgis desktop|ییایفارغج لیلحت
arcgis desktop|شزادرپ نیمز و یزاسریوصت
arcgis desktop|اه‌هداد یروآدرگ و شیاریو
arcgis desktop|لماش یدربراک یاه‌همانرب زا لماک یا هعومجم لماش
arch|یبرض قات یاراد نامتخاس
arch|لاله نامک سوق هریادمین
arch|یرامعم 0 اپ فک سوق یسوق دننام سوق زیچ ره
arch|هریغ و اهردرس قات امن قاط یبرض قات یسوق قات
arch|ندرک لکش یسوق ندرک ینحنم ندرک ینحنم قات یاراد ندز یبرض قات
arch|لیحم گنرز
arch|هدمع گرزب یلصا
arch|خوش ناطیش شوگیزاب
arch|ربا
arch|قات
arch|تفس
arch|خوش
arch|قاط
arch|امن
arch|تفچ
arch|دفچ
arch|یلصا
arch|مظعا
arch|سیءر
arch|سییر
arch|گنرز
arch|قالط
arch|هدمع
arch|‌سوق
arch|لیحم
arch|یذوم
arch|للاه
arch|هتفچ
arch|ریبک
arch|نامک
arch|‌گرزب
arch|ناطیش
arch|‌قا‌ط
arch|لاقان
arch|القان
arch|هنامک
arch|یرامعم
arch|‌نا‌طیش
arch|یسوق قات
arch|نامک .n &
arch|قات یاراد
arch|اپ فک سوق
arch|هریاد مین
arch|ندرک ینحنم
arch|یعیبط نامک
arch|راد هگن سوق
arch|ینعمبدنوشیپ
arch|ندز یبرض قات
arch|رالاس نارمکح
arch|ندرک لکش یسوق
arch|ینعمب یدنوشیپ
arch|یرامعم امن قاط
arch|یرامعم یبرض قات
arch|یرامعم یسوق قات
arch|یلصا دنوشیپ قاط
arch|دننام سوق زیچ ره
arch|یرامعم اهردرس قات
arch|هریغ و اهردرس قات
arch|ندرک ینحنم شوگیزاب
arch|یرامعم ندز یبرض قات
arch|ندرک ینحنم قات یاراد
arch|ندروآرد قاطای سوق لکشب
arch|ندروارد قاطای سوق لکشب
arch|ندروآرد قاطای سوق لکش هب
arch|‌ندروآرد رد‌قا‌طای سوق لکشب
arch|قات ' گرزب »و« ریبک »و« سییر
arch|دور‌یم راک هب مه نیوانع نتخاس رد گرزب
arch|گرزب و ریبک و سییر ینعم هب تسا یدنوشیپ
arch|‌گرزب 'و »ریبک« و »سییر« ینعمب یدنوشیپ
arch|»گرزب« و »ریبک« و »سییر« ینعم هب یدنوشیپ
arch|گرزب' و ' ریبک ' و ' سیئر ' ینعمب یدنوشیپ
arch|»گرزب« و »ریبک« و »سییر« ینعم هب تسا یدنوشیپ
arch|‌نامک .n & . :و »ریبک« و »سییر« ینعمب ینعمب‌یدنوشیپ
arch|قاط
arch|سوق
arch|نامک
arch abutment|سوق هاگ هیکت
arch bond|فقس ماجسنا
arch bow|یسوق
arch brick|تخس رجا
arch brick|هتخپ دایز رجا
arch center for crest am|غیتس سوق زکرم
arch center for crest am|غیتس یانحنا زکرم
arch center for crest am|غیتس یگدیمخ زکرم
arch core|نیچ هتسه
arch culvert|یسوق رذگبآ
arch dam|یقاط دس
arch dam|یسوق دس
arch dam|ینامک دس
arch effect|سوق رثا
